prompt,tool
"Write a detailed script for a corporate promotional video",language_llm
"Explain the different types of global economic indicators",language_llm
"Design a social media campaign for a political candidate",language_llm
"Summarize a Ted Talk on the importance of failure",language_llm
"Generate discussion questions for a sociology class",language_llm
"Explain the concept of cognitive biases in decision-making",language_llm
"Create a compelling pitch for a sustainable energy solution",language_llm
"Analyze the benefits of interdisciplinary studies",language_llm
"Outline the principles of effective leadership in a diverse team",language_llm
"Describe the process of cellular differentiation during development",language_llm
"Write a professional email declining a job offer politely",language_llm
"Explain the basics of retirement planning",language_llm
"Generate a list of palindromes",language_llm
"Summarize the plot of Wuthering Heights",language_llm
"Rewrite this blog post to be more persuasive",language_llm
"Translate an academic article from English to Arabic",language_llm
"Develop a concept for a virtual reality fitness app",language_llm
"Explain the concept of digital ethics",language_llm
"Create a user manual for an open-source software project",language_llm
"Analyze the impact of artificial intelligence on employment in specific sectors",language_llm
"Summarize the key debates in applied ethics",language_llm
"Write a research proposal on a technological innovation",language_llm
"Explain the different types of government subsidies for businesses",language_llm
"Design a website layout for a local art studio",language_llm
"Summarize a podcast on mental resilience",language_llm
"Generate scenario-based questions for a cybersecurity training",language_llm
"Explain the concept of quantum computing for material science",language_llm
"Create a compelling call to action for a crowdfunding campaign",language_llm
"Analyze the long-term effects of chronic stress on health",language_llm
"Outline the steps for effective team communication in hybrid work",language_llm
"Describe the various types of climate change impacts on biodiversity",language_llm
"Write a humorous short story about a pet's adventure",language_llm
"Explain the basics of international intellectual property law",language_llm
"Generate ideas for a sustainable urban farm",language_llm
"Summarize a historical account of a natural disaster",language_llm
"Rewrite this job description to emphasize creative skills",language_llm
"Translate a legal document from English to Chinese, ensuring legal accuracy",language_llm
"Develop a concept for an educational animated short for children",language_llm
"Explain the concept of explainable AI (XAI) in finance",language_llm
"Create a comprehensive business continuity plan for a large corporation",language_llm
"Analyze the ethical considerations of using AI in medical diagnosis",language_llm
"Summarize the key findings from a psychological study on learning styles",language_llm
"Write a detailed case study on a successful community development project",language_llm
"Explain the different types of phobias",language_llm
"Design a social media campaign for a new book release",language_llm
"Summarize a documentary on space tourism",language_llm
"Generate critical thinking questions for an ethics class",language_llm
"Explain the concept of a decentralized autonomous organization (DAO) in governance",language_llm
"Create a compelling value proposition for a consulting service",language_llm
"Analyze the challenges of managing large-scale events",language_llm
"Outline the steps for effective personal brand building",language_llm
"Describe the various types of alternative energy sources beyond solar/wind",language_llm
"Write a persuasive essay about the importance of arts in education",language_llm
"Explain the basics of venture capital due diligence",language_llm
"Generate ideas for a local historical preservation project",language_llm
"Summarize a book on decision-making psychology",language_llm
"Rewrite this formal report into an executive summary for non-experts",language_llm
"Translate a medical research paper from English to German, focusing on technical terms",language_llm
"Develop a concept for a new virtual reality social platform",language_llm
"Explain the concept of quantum sensing for environmental monitoring",language_llm
"Create a detailed plan for a corporate wellness program",language_llm
"Analyze the environmental and social impacts of disposable products",language_llm
"Summarize the key theories of communication",language_llm
"Write a detailed proposal for a research collaboration",language_llm
"Explain the different types of investment certificates",language_llm
"Design a social media campaign for a national park",language_llm
"Summarize a Ted Talk on the impact of technology on society",language_llm
"Generate multiple-choice questions on geology",language_llm
"Explain the concept of neurodiversity in the workplace",language_llm
"Create a compelling elevator pitch for a new social initiative",language_llm
"Analyze the benefits of cultural exchange in business",language_llm
"Outline the principles of effective time management for entrepreneurs",language_llm
"Describe the process of photosynthesis and its ecological importance",language_llm
"Write a professional email requesting a letter of recommendation",language_llm
"Explain the basics of personal income tax filing",language_llm
"Generate a list of similes for descriptive writing",language_llm
"Summarize the plot of Anna Karenina",language_llm
"Rewrite this blog post to be more informative and less opinionated",language_llm
"Translate an academic article from English to Japanese, preserving technical accuracy",language_llm
"Develop a concept for an interactive educational exhibition",language_llm
"Explain the concept of quantum computing for financial modeling",language_llm
"Create a comprehensive cybersecurity audit checklist",language_llm
"Analyze the impact of digital transformation on government services",language_llm
"Summarize the key findings from a climate science report",language_llm
"Write a detailed business plan for a new service-based company",language_llm
"Explain the different types of mutual funds and their fees",language_llm
"Design a user interface for a smart thermostat",language_llm
"Summarize a documentary on sustainable urban development",language_llm
"Generate open-ended questions for a qualitative research interview",language_llm
"Explain the concept of a decentralized internet infrastructure",language_llm
"Create a persuasive argument for increased foreign aid",language_llm
"Analyze the impact of AI on the future of healthcare professions",language_llm
"Outline the steps for effective change management in an organization",language_llm
"Describe the various types of climate change mitigation technologies",language_llm
"Write a humorous short story about office politics",language_llm
"Explain the basics of patenting software",language_llm
"Generate ideas for a community fitness challenge",language_llm
"Summarize a historical document, such as the Geneva Conventions",language_llm
"Rewrite this legal disclaimer to be more consumer-friendly",language_llm
"Translate a medical report from English to Arabic, ensuring medical accuracy",language_llm
"Develop a concept for an educational AR app for children",language_llm
"Explain the concept of quantum cryptography in national security",language_llm
"Create a detailed lesson plan for a physical education class",language_llm
"Analyze the pros and cons of different forms of government",language_llm
"Summarize the main points of a scientific journal article",language_llm
"Write a blog post about effective strategies for dealing with stress",language_llm
"Explain the concept of zero-trust network architecture",language_llm
"Design a healthy meal plan for weight loss",language_llm
"Summarize a book on artificial intelligence and society",language_llm
"Generate thought-provoking questions about the ethics of genetic engineering",language_llm
"Explain the different types of intellectual property in technology",language_llm
"Create a list of interview questions for a project manager",language_llm
"Analyze the challenges of transitioning to a renewable energy economy",language_llm
"Outline the steps for effective conflict resolution in families",language_llm
"Describe the components of a balanced lifestyle",language_llm
"Write a review of a classic novel",language_llm
"Explain the basics of statistical hypothesis testing",language_llm
"Generate creative solutions to social inequality",language_llm
"Summarize a book on environmental conservation",language_llm
"Rewrite this policy document to be more concise and direct",language_llm
"Translate a business contract from English to French, ensuring legal precision",language_llm
"Develop a concept for a new card game",language_llm
"Explain the concept of human-centered AI design",language_llm
"Create a training module on unconscious bias in the workplace",language_llm
"Analyze the economic impact of global migration",language_llm
"Summarize the key principles of agile leadership",language_llm
"Write a short story about the discovery of a new planet",language_llm
"Explain the different types of blockchain consensus mechanisms",language_llm
"Design a marketing campaign for a new coffee shop",language_llm
"Summarize a Ted Talk on the science of happiness",language_llm
"Generate discussion questions for a current events podcast",language_llm
"Explain the concept of cognitive load theory",language_llm
"Create a compelling pitch for a community outreach program",language_llm
"Analyze the benefits of cultural competence in education",language_llm
"Outline the principles of effective remote team collaboration",language_llm
"Describe the various forms of digital currency regulations",language_llm
"Write a persuasive speech about the importance of early literacy",language_llm
"Explain the basics of venture capital valuation methods",language_llm
"Generate a list of motivational quotes for daily inspiration",language_llm
"Summarize a book on ancient civilizations and their innovations",language_llm
