prompt,tool
"Convert this photo into a cubist interpretation of a portrait",image_gen
"Illustrate a friendly alien character with a unique, colorful appearance",image_gen
"Produce a tranquil, abandoned space research station on a remote asteroid",image_gen
"Remove noise and grain from a low-light astrophotography shot",image_gen
"Add a mystical, shimmering aura to an ancient artifact",image_gen
"Make this still life photo look like a Pop Art piece with bold, flat colors",image_gen
"Create a compelling ad graphic for a new software release",image_gen
"Generate a vibrant, street art style mural depicting urban wildlife",image_gen
"Create a crisp, vector-style icon for a data analysis tool",image_gen
"Design a sophisticated brand identity for a high-end patisserie",image_gen
"Turn this selfie into an ancient Greek sculpture portrait",image_gen
"Draw a futuristic cybernetic warrior in a dynamic pose",image_gen
"Produce a serene, sun-drenched Californian coastline with palm trees",image_gen
"Clean up lens flares and reflections from a shiny car photo",image_gen
"Add dynamic lightning strikes to a dramatic desert storm",image_gen
"Make this landscape look like a traditional Japanese ukiyo-e woodblock print",image_gen
"Generate an engaging social media banner for a fitness apparel brand",image_gen
"Generate a textured oil painting of a bustling city market at dusk",image_gen
"Create a conceptual icon for a virtual reality gaming platform",image_gen
"Design a bold, minimalist logo for an outdoor adventure company",image_gen
"Convert this pet photo into a whimsical fantasy creature with wings",image_gen
"Illustrate a powerful sorcerer in a dramatic spell-casting stance",image_gen
"Produce a quiet, deserted moonlit desert with sand dunes",image_gen
"Remove unwanted objects from a vast mountain landscape",image_gen
"Add glowing, magical symbols to an ancient spellbook",image_gen
"Make this food photo look like a stylized, illustrative cookbook image",image_gen
"Create a clean, professional banner for an architectural firm's website",image_gen
"Generate a dynamic digital painting of a futuristic city in ruins",image_gen
"Create a playful, hand-drawn icon for a children's storytelling app",image_gen
"Design unique packaging for artisanal chocolates",image_gen
"Turn this photo into a surreal, dreamlike scene with floating objects",image_gen
"Draw a majestic dragon flying through a thunderstorm",image_gen
"Produce a bustling, futuristic market with robotic vendors",image_gen
"Isolate the product from a complex, artistic product photo",image_gen
"Add a misty, fantastical ambiance to an ancient forest",image_gen
"Make this portrait look like a bust carved from an ancient, weathered stone",image_gen
"Generate an engaging advertisement for a new smartphone app",image_gen
"Generate a delicate watercolor painting of a misty forest path",image_gen
"Create a flat design icon for a language translation app",image_gen
"Design a bold, illustrative logo for a coffee roasting company",image_gen
"Convert this landscape into a vibrant mosaic made of colorful tiles",image_gen
"Illustrate a wise old hermit living in a remote mountain cave",image_gen
"Produce an abandoned, overgrown futuristic research facility",image_gen
"Remove glare from a window in a bright interior shot",image_gen
"Add a radiant, otherworldly glow to an ancient, magical artifact",image_gen
"Make this still life look like a vibrant Impressionist painting with visible brushstrokes",image_gen
"Create an eye-catching event poster for a local music concert",image_gen
"Generate a dramatic pencil sketch of a wild horse running",image_gen
"Create a detailed, isometric icon for a smart home energy management system",image_gen
"Design a modern, minimalist logo for a sustainable agriculture company",image_gen
"Turn this selfie into a character from a classic video game",image_gen
"Draw a powerful, armored space knight in battle against an alien creature",image_gen
"Produce a tranquil, snow-covered forest with a hidden cabin",image_gen
"Remove shadows and reflections from a glossy product display",image_gen
"Add a surreal element like a giant, floating key to a mysterious landscape",image_gen
"Make this architectural photo look like a detailed technical diagram",image_gen
"Generate a stylish header for a wellness retreat website",image_gen
"Generate a vibrant acrylic painting of a bustling port city at sunset",image_gen
"Create a simple, elegant icon for a journaling app with a nature theme",image_gen
"Design a quirky, hand-drawn logo for a vintage clothing store",image_gen
"Convert this photo into a stylized propaganda poster for a space exploration mission",image_gen
"Illustrate a fantastical beast (e.g., a siren) luring sailors from stormy waters",image_gen
"Produce a bustling, multi-cultural street scene during a rainy night",image_gen
"Change the season of this landscape photo to spring with blooming flowers",image_gen
"Add glowing orbs and mystical symbols to an ancient temple interior",image_gen
"Render this portrait in the distinctive style of Amedeo Modigliani",image_gen
"Generate an impactful banner for a global clean energy campaign",image_gen
"Generate a detailed technical drawing of a futuristic vehicle",image_gen
"Create a clean, flat icon for a cloud-based storage service",image_gen
"Design a sophisticated crest for a local sports club",image_gen
"Turn this group photo into a whimsical, illustrative group portrait with fantastical elements",image_gen
"Draw a futuristic cybernetic detective in a dark, atmospheric city",image_gen
"Produce a tranquil, moonlit desert landscape with a single, ancient tree",image_gen
"Remove unwanted glare from electronic screens in a busy office",image_gen
"Add a dramatic, fiery explosion to a futuristic building",image_gen
"Make this nature photo look like a highly detailed scientific bird illustration",image_gen
"Generate a compelling hero image for a smart security system website",image_gen
"Generate a serene oil painting of a solitary boat on a tranquil lake at sunset",image_gen
"Create a vibrant, illustrative icon for a mindfulness and meditation app",image_gen
"Design a bold, typographic logo for a podcast about technology",image_gen
"Convert this selfie into a classic detective film noir character",image_gen
"Illustrate an anime character in a serene pose surrounded by nature",image_gen
"Produce a futuristic city at ground level, with towering buildings and busy streets",image_gen
"Remove stray objects from a clean, minimalist product setup",image_gen
"Add a subtle, magical glow around an enchanted musical instrument",image_gen
"Make this architectural photo look like a modern abstract art piece",image_gen
"Generate an appealing banner for a local artisanal market",image_gen
